trial_id,random_state,dataset_fraction,dataset_rows,aggregate,method,exact_result,estimated_result,relative_error,time_seconds,sample_fraction,sample_size,confidence_interval_lower,confidence_interval_upper,relative_error_estimate
9,1051,1.0,10000,SUM,Adaptive Sampling,4208443.8,4147559.8,0.014467105394160188,0.00044299999990471406,0.05,500,3807554.5478720334,4487565.052127966,0.08197717899762803
9,1051,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,6.209999992279336e-05,1.0,10000,420.84438,420.84438,0.0
9,1051,1.0,10000,AVG,Uniform Sampling,420.84438,431.70705,0.025811607606593154,0.00040060000037556165,0.1,1000,,,
9,1051,1.0,10000,AVG,Stratified Sampling,420.84438,410.0483816372204,0.025653184112330512,0.003374800000074174,0.1,998,,,
9,1051,1.0,10000,AVG,Adaptive Sampling,420.84438,414.75597999999997,0.014467105394160273,0.0004512000000431726,0.05,500,380.75545478720335,448.7565052127966,0.08197717899762803
10,1052,1.0,10000,COUNT,Exact Query,10000.0,10000.0,0.0,6.919999987076153e-05,1.0,10000,10000.0,10000.0,0.0
10,1052,1.0,10000,COUNT,Uniform Sampling,10000.0,10000.0,0.0,0.0006701999996039376,0.1,1000,,,
10,1052,1.0,10000,COUNT,Stratified Sampling,10000.0,10000.0,0.0,0.0038980000003903115,0.1,998,,,
10,1052,1.0,10000,COUNT,Adaptive Sampling,10000.0,10000.0,0.0,0.0003810000002886227,0.05,500,10000.0,10000.0,0.0
10,1052,1.0,10000,SUM,Exact Query,4208443.8,4208443.8,0.0,3.460000016275444e-05,1.0,10000,4208443.8,4208443.8,0.0
10,1052,1.0,10000,SUM,Uniform Sampling,4208443.8,4305050.1,0.022955349908676412,0.0003710999999384512,0.1,1000,,,
10,1052,1.0,10000,SUM,Stratified Sampling,4208443.8,4268439.524367772,0.014256035536882358,0.0032837000003382855,0.1,998,,,
10,1052,1.0,10000,SUM,Adaptive Sampling,4208443.8,4244756.8,0.008628605186553756,0.0004336000001785578,0.05,500,3890225.586561332,4599288.013438667,0.0835221498293301
10,1052,1.0,10000,AVG,Exact Query,420.84438,420.84438,0.0,4.250000029060175e-05,1.0,10000,420.84438,420.84438,0.0
10,1052,1.0,10000,AVG,Uniform Sampling,420.84438,430.50501,0.02295534990867652,0.00039180000021588057,0.1,1000,,,
10,1052,1.0,10000,AVG,Stratified Sampling,420.84438,426.8439524367772,0.014256035536882336,0.003345300000091811,0.1,998,,,
10,1052,1.0,10000,AVG,Adaptive Sampling,420.84438,424.47568,0.00862860518655378,0.00043159999995623366,0.05,500,389.02255865613324,459.9288013438668,0.0835221498293301
